fund_url,fund_name,applicant_types,geographic_scope,beneficiary_focus,funding_range,restrictions,application_status,deadline,notes,eligibility,evidence,pages_scraped,visited_urls_count,extraction_timestamp,error,source_folder
https://theunderwoodtrust.org.uk/,theunderwoodtrust.org.uk,UK registered charities; official charitable organisations,UK,,"Grants awarded in 2024/25 £25,000 - £315,000","Individuals; Political activities; Commercial ventures or publications; The purchase of vehicles including mini-buses; Overseas travel, holidays and expeditions",closed,,Applications only accepted if invited,Not Eligible,[Score: -5] ✓ Registered charities eligible | ✓ UK/England-wide funding (includes Kent) | ✗ Applications CLOSED | ⚠ Restrictions apply: individuals; political activities; commercial ventures or publications; the purchase of vehicles inc...,4.0,4.0,2025-10-14 14:13:07,,theunderwoodtrust.org.uk
https://threeguineastrust.org.uk/,threeguineastrust.org.uk,not-for-profit organisations,UK,autistic children and young people; Disabled or neurodivergent people; trans and non-binary people,"up to £15,000; maximum annual grant will be £50,000","Residential activities; Projects that use Applied Behavioural Analysis or other contested forms of coercive behavioural control; Schools, nurseries, early years settings, local authorities or NHS Trusts; Organisations that currently have a grant from us (except a holiday scheme grant); Organisations with an income or expenditure over £1 million; Organisations with unrestricted reserves worth more than a typical year’s expenditure; Organisations with less than 2 years’ worth of published accounts; Organisations that offer residential care of any kind; Advice and advocacy that is not intentionally designed to help Disabled people; App and website development; SEND advice and advocacy; Immigration advice and advocacy; Services provided by statutory services or as part of a partnership with one; Statutory advocacy; Work outside the UK",closed,12 June 2025 by 6.00pm,Be a not-for-profit organisation; Have a safeguarding policy; Use professionally trained staff and volunteers; Have a bank account with two people to authorise or check on payments,Not Eligible,"[Score: -10] ✓ UK/England-wide funding (includes Kent) | ✓ Beneficiary alignment: age groups: children, young people | ✓ Funding size appropriate: up to £15,000; maximum annual grant will be £50,000 | ⚠ Applicant type unclear - may need verification | ✗ Applications CLOSED | ⚠ Restrictions apply: residential activities; projects that use applied behavioural analysis or other contested forms of c...",15.0,15.0,2025-10-14 12:28:18,,threeguineastrust.org.uk
https://vinehilltrust.uk/,vinehilltrust.uk,UK-registered charities; non-profits; CICs,United Kingdom,children; young people; individuals with limited access to essential healthcare; patients with rare or under-recognised conditions; children and elderly with mobility limitations; underserved and rural communities,"£10,000-£100,000",outside our three funding areas; for retrospective funding for capital appeals; for campaigning and lobbying work where there is a reasonable expectation of public funding; where beneficiaries are selected by race or ethnicity without an evidenced rationale; for endowments from organisations with more than twelve months of unrestricted reserves; for more than 75% of the project cost from individuals from statutory bodies unless in partnership with a charitable body; for other organisations’ grant programmes; from organisations based outside the UK; from organisations which have applied and been rejected within the last twelve months,open,18 July,Projects must start within twelve months of receipt of funding; a clear budget and delivery plan must be submitted.,Highly Eligible,"[Score: 70] ✓ Registered charities eligible | ✓ UK/England-wide funding (includes Kent) | ✓ Beneficiary alignment: age groups: children, young people; services: care | ✓ Funding size appropriate: £10,000-£100,000 | ✓ Applications open | ⏰ Deadline: 18 July | ✗ Charities may be excluded - review carefully",7.0,7.0,2025-10-14 14:13:32,,vinehilltrust.uk
https://vivensafoundation.org.uk,vivensafoundation.org.uk,members of the Vivensa Academy; community organisations working with older people,UK,older people; underrepresented or underserved groups,"Excellence Awards: £40,000 per year for three years; Ignition Fund: up to £5,000; Public, Patient and Community Involvement and Engagement Awards: £500; Conference Awards: up to £1,000 for UK conferences, up to £3,000 for international conferences; Discipline Hopping Awards: up to £5,000 for PhD researchers, £10,000 for Post doctoral researchers",only one application for an Ignition Fund award can be made per financial year; previous winners are not eligible to hold multiple awards concurrently,open,5pm on 31st October 2025,Applicants must not have access to funding for engagement or inclusion through other grants or fellowships,Low Match,"[Score: 25] ✓ UK/England-wide funding (includes Kent) | ✓ Applications open | ⏰ Deadline: 5pm on 31st October 2025 | ⚠ Applicant type unclear - may need verification | ⚠ Beneficiary focus unclear: older people; underrepresented or underserved groups | ⚠ Large grants only (£500k+) - may be competitive: excellence awards: £40,000 per year for three years; ignition fund: up to £5,000; public, patient and community involvement and engagement awards: £500; conference awards: up to £1,000 for uk conferences, up to £3,000 for international conferences; discipline hopping awards: up to £5,000 for phd researchers, £10,000 for post doctoral researchers | ⚠ Restrictions apply: only one application for an ignition fund award can be made per financial year; previous winners are...",13.0,15.0,2025-10-13 13:57:00,,vivensafoundation.org.uk
https://www.alanboswell.com/about/environmental-social-governance/the-alan-boswell-group-charitable-trust-abgct/,www.alanboswell.com,,,,,,,,,,,,,2025-10-14 10:37:41,[Errno 2] No such file or directory: 'Scraped\\www.alanboswell.com_about_environmental-social-governance_the-alan-boswell-group-charitable-trust-abgct\\www.alanboswell.com_news_alan-boswell-group-charitable-trust-awards-1m-in-grants-over-the-last-three-years.txt',www.alanboswell.com_about_environmental-social-governance_the-alan-boswell-group-charitable-trust-abgct
https://www.alboradatrust.com/,www.alboradatrust.com,Registered Charity,UK,medical and veterinary causes; research; education; welfare of animals; relief to disaster areas,"minimum: £25,000",non-UK organisations; political activities; religious activities; unrestricted work; operating/core costs; capital projects,open,,New applicants should contact the Trust team before submitting a formal application.,Eligible,"[Score: 65] ✓ Registered charities eligible | ✓ UK/England-wide funding (includes Kent) | ✓ Beneficiary alignment: general health/care | ✓ Funding size appropriate: minimum: £25,000 | ✓ Applications open | ⚠ Restrictions apply: non-uk organisations; political activities; religious activities; unrestricted work; operating/core ...",10.0,10.0,2025-10-14 10:45:24,,www.alboradatrust.com
https://www.allenlane.org.uk,www.allenlane.org.uk,registered charities; charitable not-for-profit organisations; constituted voluntary groups; Community Interest Companies (CICs),UK,asylum seekers; refugees; Gypsy; Roma; Traveller communities; offenders; ex-offenders; older people; people affected by violence or abuse; people with mental health issues; young people,"up to £15,000; average grant size being £5,000-£6,000","no funding for individuals; no funding for schools, colleges, universities, NHS bodies, or town/city/county councils; no funding for work within Greater London",open,"applications received now, until early December will be considered in the lead up to the following Trustee meeting in February 2026","organisations must have income/expenditure of less than £100,000 for local area work or less than £250,000 for UK-wide work",Highly Eligible,"[Score: 75] ✓ Registered charities eligible | ✓ UK/England-wide funding (includes Kent) | ✓ Beneficiary alignment: age groups: young people; general health/care | ✓ Funding size appropriate: up to £15,000; average grant size being £5,000-£6,000 | ✓ Applications open | ⏰ Deadline: applications received now, until early December will be considered in the lead up to the following Trustee meeting in February 2026 | ⚠ Restrictions apply: no funding for individuals; no funding for schools, colleges, universities, nhs bodies, or town/city...",15.0,15.0,2025-10-13 14:29:18,,www.allenlane.org.uk
http://www.barnwoodtrust.org/,www.barnwoodtrust.org,individuals; organisations; groups,Gloucestershire,disabled people; people with mental health conditions,"Unrestricted Funding: Up to £150,000 over 3 years; Project Funding: Up to £100,000 over 3 years; Small Grants: Open for applications",Unrestricted Funding: Currently closed to receive Expressions of Interest (EoIs); Project Funding: Currently closed to receive Expressions of Interest (EoIs),open,Monday 01 September – Friday 10 October 2025,Community Partners can apply for funding on behalf of eligible individuals from their existing client base,Not Eligible,[Score: -20] ✓ Beneficiary alignment: general health/care | ✓ Applications open | ⏰ Deadline: Monday 01 September – Friday 10 October 2025 | ⚠ Applicant type unclear - may need verification | ✗ Geographic mismatch: gloucestershire | ⚠ Restrictions apply: unrestricted funding: currently closed to receive expressions of interest (eois); project funding: c...,15.0,15.0,2025-10-13 15:17:49,,www.barnwoodtrust.org
https://www.barrowcadbury.org.uk,www.barrowcadbury.org.uk,organisations,"UK, Birmingham and the surrounding area",racialised groups; people affected by social injustices,"£50,000 - £250,000",no unsolicited applications for work outside the UK,open,,You can apply at any time. No set grant-making deadlines.,Possibly Eligible,"[Score: 30] ✓ UK/England-wide funding (includes Kent) | ✓ Funding size appropriate: £50,000 - £250,000 | ✓ Applications open | ⚠ Applicant type unclear - may need verification | ⚠ Beneficiary focus unclear: racialised groups; people affected by social injustices | ⚠ Restrictions apply: no unsolicited applications for work outside the uk...",15.0,15.0,2025-10-13 13:30:45,,www.barrowcadbury.org.uk
https://www.bathnes.gov.uk/node/88648,www.bathnes.gov.uk,Community groups; Educational Establishments; Public Sector; Registered charities,UK,local people; children and young people; older residents; people with disabilities; marginalised communities,"£300 - £20,000; up to £25,000; £2,000 - £5,000; up to £6,000; up to £100,000; up to £2,000",annual income of under £20 million; projects lasting no more than 12 months,open,17/12/2025,Applications assessed on a rolling basis; no matched funding requirement for some grants,Eligible,"[Score: 55] ✓ Registered charities eligible | ✓ UK/England-wide funding (includes Kent) | ✓ Beneficiary alignment: age groups: children, young people | ✓ Applications open | ⏰ Deadline: 17/12/2025 | ⚠ Restrictions apply: annual income of under £20 million; projects lasting no more than 12 months...",15.0,15.0,2025-10-14 11:20:57,,www.bathnes.gov.uk_node_88648
https://www.bathnes.gov.uk/node/90422,www.bathnes.gov.uk,Community groups; Educational Establishments; Public Sector; Registered charities,UK,local people; children and young people; older residents; vulnerable and marginalised communities,"£300 - £20,000; up to £25,000; £2,000 - £5,000; up to £6,000; up to £100,000; up to £2,000",must be a not-for-profit organisation; annual income of under £20 million,open,17/12/2025,Applications assessed on a rolling basis; must meet specific project aims related to nature and environment or mental health.,Eligible,"[Score: 60] ✓ Registered charities eligible | ✓ UK/England-wide funding (includes Kent) | ✓ Beneficiary alignment: age groups: children, young people; general health/care | ✓ Applications open | ⏰ Deadline: 17/12/2025 | ⚠ Restrictions apply: must be a not-for-profit organisation; annual income of under £20 million...",15.0,15.0,2025-10-14 12:03:03,,www.bathnes.gov.uk_node_90422
https://www.bbc.co.uk/pudsey,www.bbc.co.uk,,,children; young people; adults,,,unclear,,,Low Match,"[Score: 10] ✓ Beneficiary alignment: age groups: children, young people, adults | ⚠ Application status unclear: unclear",14.0,15.0,2025-10-13 11:21:27,,www.bbc.co.uk_pudsey
https://www.belron.com/doing-business-responsibly/serving-society/belron-ronny-lubner-charitable-foundation,www.belron.com,,,,,,,,,,,,,2025-10-14 11:08:28,[Errno 2] No such file or directory: 'Scraped\\www.belron.com_doing-business-responsibly_serving-society_belron-ronny-lubner-charitable-foundation\\www.belron.com_spirit-belron-challenge-raises-over-eu2m-support-children-young-people-south-africa.txt',www.belron.com_doing-business-responsibly_serving-society_belron-ronny-lubner-charitable-foundation
https://www.berkeleyfoundation.org.uk,www.berkeleyfoundation.org.uk,charities,"London, Birmingham and the South of England",young people; communities,£500 - £3.6m,unable to accept unsolicited applications,closed,,Organisations must meet the eligibility criteria to apply.,Low Match,[Score: 15] ✓ Registered charities eligible | ✓ Regional match (South East/London) | ✓ Beneficiary alignment: age groups: young people | ⚠ Very small grants only: £500 - £3.6m | ✗ Applications CLOSED | ⚠ Restrictions apply: unable to accept unsolicited applications...,15.0,15.0,2025-10-13 15:30:45,,www.berkeleyfoundation.org.uk
https://www.bishopradfordtrust.org.uk,www.bishopradfordtrust.org.uk,churches; UK registered Christian charities,UK,prisoners; marginalised individuals,"up to £2,000","Non-UK registered charities; Charities that do not have a Christian ethos; Activities that have already taken place; Pilot schemes, except where the charity has been previously funded; Charities who have not yet filed at least one set of accounts with the Charity Commission",closed,,This is an application for a new project which has not been funded by this trust in the last three years.,Not Eligible,"[Score: -5] ✓ Registered charities eligible | ✓ UK/England-wide funding (includes Kent) | ✓ Funding available but small: up to £2,000 | ⚠ Beneficiary focus unclear: prisoners; marginalised individuals | ✗ Applications CLOSED | ✗ Charities may be excluded - review carefully",15.0,15.0,2025-10-13 11:08:26,,www.bishopradfordtrust.org.uk
https://www.bramallfoundation.org/,www.bramallfoundation.org,,Yorkshire region,unemployed people; those in conditions of need; public at large; youth; age; infirmity; disablement; financial hardship; social and economic circumstances,,,open,,All applications must include a paragraph of no more than 120 words summarising your application.,Not Eligible,[Score: -5] ✓ Applications open | ✗ Geographic mismatch: yorkshire region | ⚠ Beneficiary focus unclear: unemployed people; those in conditions of need; public at large; youth; age; infirmity; disablement;,2.0,2.0,2025-10-14 11:17:27,,www.bramallfoundation.org
https://www.buttleuk.org,www.buttleuk.org,frontline professionals working for a registered charity; housing association; public sector organisation,UK,children aged from 2 to 18; young people aged 20 and under,"up to £2,400",must have experienced a crisis; must be in education or training for at least 12 hours per week,open,,The family must have taken action to move on from risk or crisis and be actively engaging with support.,Eligible,"[Score: 65] ✓ Registered charities eligible | ✓ UK/England-wide funding (includes Kent) | ✓ Beneficiary alignment: age groups: children, young people | ✓ Funding available but small: up to £2,400 | ✓ Applications open | ⚠ Restrictions apply: must have experienced a crisis; must be in education or training for at least 12 hours per week...",15.0,15.0,2025-10-13 13:25:55,,www.buttleuk.org
https://www.cambscf.org.uk,www.cambscf.org.uk,Registered charities; Exempt charities; Excepted charities; Charitable incorporated organisations (CIOs); Religious organisations; Parish councils; Town councils; Village halls; Parochial church councils; Community interest companies (CICs); Social enterprises; Companies limited by guarantee; Co-operatives; Community benefit societies; Schools; Sports clubs,Cambridgeshire,Vulnerable individuals; Families facing fuel poverty; Full-time unpaid carers; Projects that advance education; Projects tackling social disadvantages,"£1,500 - £5,000; Average grant size: £4,500; Up to £400; Up to £2,000; Up to £3,000; Up to £5,000; Average grant size: £4,000",Organisational structures not listed; Activities or projects which have already taken place; Sponsored events or fundraising activities; Grant-making bodies or activities; Improvements to land/buildings not open to the public; Projects promoting political activities or lobbying; The practice of religion or projects promoting religion; Animal welfare projects; Overseas travel; Statutory obligations,open,"1 February, 1 May, 1 August; 2 November - 1 February; 2 February - 1 May; 2 May - 1 August; 2 August - 1 November",Only one application per round unless applying to a fund with a dedicated application form; Applications must be submitted by referral organisations for individuals.,Possibly Eligible,"[Score: 40] ✓ Registered charities eligible | ✓ Beneficiary alignment: age groups: families; services: care | ✓ Funding size appropriate: £1,500 - £5,000; average grant size: £4,500; up to £400; up to £2,000; up to £3,000; up to £5,000; average grant size: £4,000 | ✓ Applications open | ⏰ Deadline: 1 February, 1 May, 1 August; 2 November - 1 February; 2 February - 1 May; 2 May - 1 August; 2 August - 1 November | ✗ Geographic mismatch: cambridgeshire | ⚠ Restrictions apply: organisational structures not listed; activities or projects which have already taken place; sponsor...",15.0,15.0,2025-10-13 15:59:01,,www.cambscf.org.uk
https://www.camdengiving.org.uk,www.camdengiving.org.uk,citizens; small organisations; schools,Camden,young people; families; women; people of colour; disabled people; care leavers,"We Make Camden Kit: up to £2,000; Growth Grant: up to £5,000",must not have overdue reporting for previous grants,closed,,Contact grants team for application support,Not Eligible,"[Score: -45] ✓ Beneficiary alignment: age groups: young people, families; services: care | ⚠ Applicant type unclear - may need verification | ✗ Geographic mismatch: camden | ⚠ Large grants only (£500k+) - may be competitive: we make camden kit: up to £2,000; growth grant: up to £5,000 | ✗ Applications CLOSED | ⚠ Restrictions apply: must not have overdue reporting for previous grants...",15.0,15.0,2025-10-13 13:10:19,,www.camdengiving.org.uk
https://www.caretechfoundation.org.uk,www.caretechfoundation.org.uk,CareTech staff; those who have recently left the company,UK,local communities; families and friends of CareTech staff; disabled individuals; unpaid carers,"Community Grant: up to £2,500; Staff Hardship Fund: up to £1,500; Match-Funding Grant: up to £350",funds cannot be provided for matters covered by employment status; one grant per calendar year for Staff Hardship Fund,open,,Applicants must have raised at least £50 for a registered UK charity to be considered for a Match-Funding Grant.,Possibly Eligible,"[Score: 45] ✓ UK/England-wide funding (includes Kent) | ✓ Beneficiary alignment: age groups: families; services: care | ✓ Funding available but small: community grant: up to £2,500; staff hardship fund: up to £1,500; match-funding grant: up to £350 | ✓ Applications open | ⚠ Applicant type unclear - may need verification | ⚠ Restrictions apply: funds cannot be provided for matters covered by employment status; one grant per calendar year for s...",15.0,15.0,2025-10-13 16:12:01,,www.caretechfoundation.org.uk
